Order ID,Customer ID,Customer Name,Order Time,Number of Sandwiches,Total Cost (DKK)
2303,C500,Customer 500,2024-05-16 14:55:00,5,436.0
2304,C500,Customer 500,2024-11-05 13:05:00,5,415.0
2305,C500,Customer 500,2024-12-04 14:17:00,3,270.0
2306,C500,Customer 500,2024-09-24 12:34:00,5,415.0
2307,C500,Customer 500,2024-03-03 17:26:00,3,264.0
2308,C500,Customer 500,2024-01-01 12:12:00,3,267.0
2309,C501,Customer 501,2024-07-25 13:46:00,1,83.0
2310,C501,Customer 501,2024-10-04 18:42:00,2,178.0
2311,C502,Customer 502,2024-06-11 14:16:00,2,166.0
2312,C502,Customer 502,2024-08-30 17:58:00,5,362.0
2313,C503,Customer 503,2024-04-09 11:38:00,5,350.0
2314,C503,Customer 503,2024-07-07 19:40:00,1,0.0
2315,C503,Customer 503,2024-04-22 14:56:00,4,252.0
2316,C503,Customer 503,2024-04-29 13:22:00,1,0.0
2317,C503,Customer 503,2024-05-28 13:47:00,5,344.0
2318,C503,Customer 503,2024-10-25 13:53:00,5,350.0
2319,C503,Customer 503,2024-06-28 14:33:00,3,178.0
2320,C503,Customer 503,2024-10-23 18:25:00,5,344.0
2321,C504,Customer 504,2024-10-09 18:52:00,5,356.0
2322,C504,Customer 504,2024-09-17 15:50:00,5,356.0
2323,C504,Customer 504,2024-10-13 14:01:00,1,86.0
2324,C504,Customer 504,2024-03-30 11:49:00,2,166.0
2325,C504,Customer 504,2024-09-26 11:43:00,1,77.0
2326,C504,Customer 504,2024-06-12 13:08:00,4,332.0
2327,C504,Customer 504,2024-08-09 14:50:00,2,172.0
2328,C504,Customer 504,2024-07-18 13:57:00,5,356.0
2329,C505,Customer 505,2024-03-15 13:32:00,4,350.0
2330,C505,Customer 505,2024-02-06 16:53:00,5,448.0
2331,C505,Customer 505,2024-04-15 10:23:00,1,77.0
2332,C506,Customer 506,2024-12-18 11:17:00,2,172.0
2333,C506,Customer 506,2024-05-22 11:56:00,1,89.0
2334,C506,Customer 506,2024-06-18 12:02:00,4,255.0
2335,C506,Customer 506,2024-06-18 12:07:00,2,172.0
2336,C506,Customer 506,2024-07-23 13:11:00,4,267.0
2337,C506,Customer 506,2024-06-10 19:02:00,5,350.0
2338,C506,Customer 506,2024-03-06 09:51:00,4,261.0
2339,C506,Customer 506,2024-03-24 13:17:00,2,172.0
2340,C506,Customer 506,2024-05-13 13:47:00,3,178.0
2341,C507,Customer 507,2024-10-23 13:51:00,1,0.0
2342,C507,Customer 507,2024-07-02 13:07:00,4,255.0
2343,C507,Customer 507,2024-07-21 11:48:00,2,89.0
2344,C507,Customer 507,2024-09-06 13:15:00,2,89.0
2345,C508,Customer 508,2024-04-26 14:29:00,1,92.0
2346,C508,Customer 508,2024-06-04 13:15:00,2,166.0
2347,C508,Customer 508,2024-03-05 10:29:00,1,83.0
2348,C509,Customer 509,2024-12-09 13:41:00,1,89.0
2349,C509,Customer 509,2024-06-15 13:08:00,3,255.0
2350,C510,Customer 510,2024-01-02 13:41:00,4,332.0
2351,C510,Customer 510,2024-03-23 09:23:00,2,172.0
2352,C510,Customer 510,2024-07-20 13:00:00,2,166.0
2353,C510,Customer 510,2024-01-01 12:56:00,2,178.0
2354,C510,Customer 510,2024-09-03 12:13:00,2,172.0
2355,C510,Customer 510,2024-03-10 12:56:00,4,320.0
2356,C510,Customer 510,2024-07-05 12:26:00,2,172.0
2357,C510,Customer 510,2024-07-16 13:04:00,3,261.0
2358,C511,Customer 511,2024-01-01 16:44:00,2,92.0
2359,C511,Customer 511,2024-06-22 14:18:00,2,86.0
2360,C511,Customer 511,2024-01-23 11:32:00,5,332.0
2361,C511,Customer 511,2024-05-08 13:23:00,5,332.0
2362,C511,Customer 511,2024-01-29 14:51:00,1,0.0
2363,C511,Customer 511,2024-10-06 11:15:00,2,83.0
2364,C511,Customer 511,2024-11-13 19:50:00,2,92.0
2365,C512,Customer 512,2024-08-14 14:57:00,4,264.0
2366,C512,Customer 512,2024-12-12 12:29:00,4,255.0
2367,C512,Customer 512,2024-04-01 13:29:00,4,261.0
2368,C512,Customer 512,2024-03-08 12:00:00,1,0.0
2369,C512,Customer 512,2024-03-11 14:39:00,2,86.0
2370,C512,Customer 512,2024-03-20 12:02:00,1,0.0
2371,C512,Customer 512,2024-10-26 11:52:00,1,0.0
2372,C512,Customer 512,2024-03-23 11:02:00,1,0.0
2373,C512,Customer 512,2024-12-02 13:51:00,1,0.0
2374,C513,Customer 513,2024-03-19 12:06:00,5,415.0
2375,C513,Customer 513,2024-06-18 13:54:00,2,172.0
2376,C513,Customer 513,2024-05-30 19:13:00,3,258.0
2377,C513,Customer 513,2024-04-07 10:50:00,4,338.0
2378,C513,Customer 513,2024-01-13 17:42:00,4,356.0
2379,C513,Customer 513,2024-02-10 17:57:00,1,92.0
2380,C513,Customer 513,2024-02-13 11:29:00,4,350.0
2381,C514,Customer 514,2024-11-10 13:08:00,4,332.0
2382,C514,Customer 514,2024-01-14 17:31:00,1,86.0
2383,C514,Customer 514,2024-12-06 14:27:00,5,430.0
2384,C514,Customer 514,2024-09-30 11:27:00,1,83.0
2385,C514,Customer 514,2024-02-29 12:32:00,2,178.0
2386,C514,Customer 514,2024-02-13 09:29:00,3,249.0
2387,C514,Customer 514,2024-12-11 14:26:00,1,92.0
2388,C514,Customer 514,2024-04-30 13:06:00,3,261.0
2389,C515,Customer 515,2024-11-12 11:19:00,3,178.0
2390,C515,Customer 515,2024-06-11 08:47:00,4,261.0
2391,C515,Customer 515,2024-02-11 11:59:00,2,89.0
2392,C515,Customer 515,2024-05-10 09:39:00,3,172.0
2393,C515,Customer 515,2024-04-23 09:00:00,3,178.0
2394,C515,Customer 515,2024-04-12 13:58:00,1,0.0
2395,C515,Customer 515,2024-05-02 12:28:00,5,350.0
2396,C515,Customer 515,2024-03-28 17:10:00,5,356.0
2397,C515,Customer 515,2024-11-10 11:00:00,3,178.0
2398,C516,Customer 516,2024-05-22 19:55:00,3,270.0
2399,C516,Customer 516,2024-09-10 14:19:00,5,430.0
2400,C516,Customer 516,2024-10-12 19:02:00,2,178.0
2401,C516,Customer 516,2024-03-26 12:16:00,3,249.0
2402,C516,Customer 516,2024-08-07 13:27:00,3,249.0
2403,C516,Customer 516,2024-01-01 11:13:00,5,403.0
2404,C516,Customer 516,2024-11-16 11:06:00,2,172.0
2405,C517,Customer 517,2024-06-09 16:27:00,2,184.0
2406,C517,Customer 517,2024-08-18 18:03:00,1,92.0
2407,C517,Customer 517,2024-03-27 14:24:00,1,86.0
2408,C517,Customer 517,2024-08-13 11:27:00,4,261.0
2409,C517,Customer 517,2024-01-16 12:29:00,1,89.0
2410,C517,Customer 517,2024-04-15 17:32:00,3,178.0
2411,C517,Customer 517,2024-09-10 12:01:00,5,344.0
2412,C517,Customer 517,2024-08-05 13:10:00,5,338.0
2413,C517,Customer 517,2024-05-17 11:15:00,4,255.0
2414,C517,Customer 517,2024-10-17 11:04:00,1,77.0
2415,C518,Customer 518,2024-07-21 13:33:00,1,83.0
2416,C518,Customer 518,2024-02-25 12:13:00,1,77.0
2417,C519,Customer 519,2024-08-28 16:24:00,5,430.0
2418,C519,Customer 519,2024-06-12 11:52:00,3,255.0
2419,C519,Customer 519,2024-06-04 12:11:00,4,338.0
2420,C520,Customer 520,2024-03-01 13:15:00,2,172.0
2421,C520,Customer 520,2024-11-22 11:53:00,1,77.0
2422,C521,Customer 521,2024-10-08 08:47:00,2,172.0
2423,C521,Customer 521,2024-03-09 13:15:00,1,89.0
2424,C522,Customer 522,2024-10-28 16:44:00,4,350.0
2425,C522,Customer 522,2024-01-26 19:49:00,5,442.0
2426,C522,Customer 522,2024-11-02 13:46:00,5,427.0
2427,C522,Customer 522,2024-07-02 19:52:00,3,258.0
2428,C522,Customer 522,2024-11-27 12:15:00,5,421.0
2429,C523,Customer 523,2024-02-16 09:49:00,4,249.0
2430,C523,Customer 523,2024-08-09 18:38:00,3,264.0
2431,C523,Customer 523,2024-01-17 13:19:00,5,344.0
2432,C523,Customer 523,2024-11-09 13:40:00,2,166.0
2433,C523,Customer 523,2024-09-06 12:11:00,2,172.0
2434,C524,Customer 524,2024-04-01 09:39:00,1,83.0
2435,C524,Customer 524,2024-08-13 09:39:00,1,77.0
2436,C524,Customer 524,2024-10-05 13:32:00,4,261.0
2437,C524,Customer 524,2024-01-27 19:11:00,3,172.0
2438,C524,Customer 524,2024-04-24 15:59:00,1,92.0
2439,C524,Customer 524,2024-11-13 13:58:00,4,267.0
2440,C524,Customer 524,2024-03-04 13:03:00,5,344.0
2441,C524,Customer 524,2024-06-23 13:01:00,4,261.0
2442,C524,Customer 524,2024-03-19 11:28:00,4,255.0
2443,C524,Customer 524,2024-11-04 14:15:00,1,80.0
2444,C525,Customer 525,2024-09-11 12:04:00,2,172.0
2445,C525,Customer 525,2024-01-01 14:02:00,4,276.0
2446,C526,Customer 526,2024-11-19 08:22:00,2,166.0
2447,C526,Customer 526,2024-11-04 10:59:00,1,83.0
2448,C526,Customer 526,2024-10-07 12:15:00,3,249.0
2449,C526,Customer 526,2024-08-19 13:07:00,5,427.0
2450,C526,Customer 526,2024-01-17 12:39:00,1,83.0
2451,C526,Customer 526,2024-11-25 16:42:00,2,166.0
2452,C527,Customer 527,2024-02-23 14:19:00,5,448.0
2453,C527,Customer 527,2024-06-18 13:21:00,3,243.0
2454,C527,Customer 527,2024-07-07 13:17:00,4,338.0
2455,C527,Customer 527,2024-02-21 08:38:00,5,433.0
2456,C527,Customer 527,2024-06-19 12:54:00,2,166.0
2457,C527,Customer 527,2024-10-22 11:52:00,4,350.0
2458,C527,Customer 527,2024-11-16 11:08:00,3,255.0
2459,C527,Customer 527,2024-01-07 14:38:00,1,86.0
2460,C527,Customer 527,2024-09-19 11:04:00,5,415.0
2461,C528,Customer 528,2024-05-24 12:28:00,5,427.0
2462,C528,Customer 528,2024-02-09 12:26:00,5,421.0
2463,C528,Customer 528,2024-10-05 14:59:00,1,92.0
2464,C528,Customer 528,2024-06-10 12:33:00,3,261.0
2465,C529,Customer 529,2024-12-09 12:57:00,2,89.0
2466,C529,Customer 529,2024-01-24 15:16:00,2,92.0
2467,C529,Customer 529,2024-09-14 13:21:00,4,255.0
2468,C530,Customer 530,2024-10-17 12:17:00,2,160.0
2469,C530,Customer 530,2024-02-16 12:39:00,2,166.0
2470,C530,Customer 530,2024-10-23 11:27:00,1,83.0
2471,C530,Customer 530,2024-04-18 11:38:00,5,338.0
2472,C530,Customer 530,2024-01-28 13:45:00,4,255.0
2473,C530,Customer 530,2024-05-16 18:07:00,4,270.0
2474,C530,Customer 530,2024-12-15 11:15:00,4,261.0
2475,C530,Customer 530,2024-07-31 16:46:00,2,178.0
2476,C530,Customer 530,2024-01-06 11:37:00,1,89.0
2477,C530,Customer 530,2024-12-08 19:44:00,1,80.0
2478,C531,Customer 531,2024-04-06 12:51:00,2,178.0
2479,C531,Customer 531,2024-07-04 10:29:00,2,172.0
2480,C532,Customer 532,2024-08-01 13:41:00,5,415.0
2481,C532,Customer 532,2024-03-30 11:48:00,5,433.0
2482,C532,Customer 532,2024-07-12 12:49:00,3,261.0
2483,C533,Customer 533,2024-08-03 11:05:00,3,243.0
2484,C533,Customer 533,2024-11-10 16:03:00,2,172.0
2485,C534,Customer 534,2024-09-05 11:27:00,3,261.0
2486,C534,Customer 534,2024-07-18 17:53:00,2,166.0
2487,C535,Customer 535,2024-01-20 08:37:00,1,83.0
2488,C535,Customer 535,2024-01-11 14:14:00,5,344.0
2489,C535,Customer 535,2024-08-28 09:25:00,5,344.0
2490,C535,Customer 535,2024-03-12 16:08:00,4,350.0
2491,C536,Customer 536,2024-04-06 13:10:00,4,332.0
2492,C536,Customer 536,2024-03-04 12:42:00,4,338.0
2493,C536,Customer 536,2024-11-11 13:28:00,1,89.0
2494,C536,Customer 536,2024-02-07 11:10:00,3,255.0
2495,C537,Customer 537,2024-09-10 12:46:00,3,249.0
2496,C537,Customer 537,2024-05-30 11:34:00,2,166.0
2497,C537,Customer 537,2024-09-22 13:33:00,5,427.0
2498,C537,Customer 537,2024-02-04 12:02:00,2,166.0
2499,C537,Customer 537,2024-10-23 14:26:00,4,344.0
2500,C537,Customer 537,2024-04-23 13:27:00,1,77.0
2501,C537,Customer 537,2024-02-27 11:56:00,4,320.0
2502,C538,Customer 538,2024-08-27 18:19:00,1,86.0
2503,C538,Customer 538,2024-07-10 11:52:00,5,403.0
2504,C538,Customer 538,2024-09-08 11:41:00,2,166.0
2505,C538,Customer 538,2024-02-07 15:07:00,1,80.0
2506,C538,Customer 538,2024-05-12 13:08:00,1,77.0
2507,C538,Customer 538,2024-11-07 12:52:00,3,249.0
2508,C539,Customer 539,2024-09-17 14:43:00,5,356.0
2509,C539,Customer 539,2024-05-24 11:40:00,2,166.0
2510,C540,Customer 540,2024-09-13 09:36:00,3,178.0
2511,C540,Customer 540,2024-07-03 17:09:00,5,350.0
2512,C541,Customer 541,2024-07-13 14:38:00,1,80.0
2513,C541,Customer 541,2024-03-30 12:37:00,2,172.0
2514,C541,Customer 541,2024-11-09 11:34:00,5,415.0
2515,C541,Customer 541,2024-01-25 14:53:00,4,344.0
2516,C541,Customer 541,2024-09-23 14:01:00,3,252.0
2517,C541,Customer 541,2024-10-18 12:25:00,3,243.0
2518,C541,Customer 541,2024-03-14 13:04:00,4,338.0
2519,C541,Customer 541,2024-05-11 08:40:00,2,166.0
2520,C541,Customer 541,2024-07-25 11:53:00,5,427.0
2521,C541,Customer 541,2024-04-26 14:20:00,1,86.0
2522,C542,Customer 542,2024-09-30 11:47:00,3,172.0
2523,C542,Customer 542,2024-10-07 15:25:00,5,356.0
2524,C543,Customer 543,2024-09-11 11:20:00,3,261.0
2525,C543,Customer 543,2024-12-12 13:35:00,1,77.0
2526,C543,Customer 543,2024-02-14 16:21:00,2,172.0
2527,C543,Customer 543,2024-10-04 14:38:00,4,350.0
2528,C543,Customer 543,2024-03-31 13:37:00,1,83.0
2529,C543,Customer 543,2024-05-20 09:16:00,2,178.0
2530,C544,Customer 544,2024-04-01 08:06:00,1,77.0
2531,C544,Customer 544,2024-03-18 13:37:00,1,77.0
2532,C545,Customer 545,2024-06-16 12:18:00,4,326.0
2533,C545,Customer 545,2024-05-26 18:07:00,4,344.0
2534,C545,Customer 545,2024-08-12 18:04:00,2,178.0
2535,C546,Customer 546,2024-03-12 12:30:00,4,255.0
2536,C546,Customer 546,2024-09-25 16:08:00,2,160.0
2537,C547,Customer 547,2024-12-12 14:29:00,3,264.0
2538,C547,Customer 547,2024-08-14 13:23:00,1,83.0
2539,C547,Customer 547,2024-02-01 11:35:00,3,249.0
2540,C547,Customer 547,2024-08-18 12:36:00,5,415.0
2541,C547,Customer 547,2024-11-08 13:43:00,5,403.0
2542,C547,Customer 547,2024-02-16 14:45:00,5,436.0
2543,C547,Customer 547,2024-04-21 14:28:00,4,356.0
2544,C547,Customer 547,2024-11-26 14:17:00,5,436.0
2545,C547,Customer 547,2024-11-15 12:05:00,2,172.0
2546,C548,Customer 548,2024-09-04 19:44:00,4,350.0
2547,C548,Customer 548,2024-10-13 17:50:00,2,184.0
2548,C548,Customer 548,2024-10-23 11:26:00,1,83.0
2549,C548,Customer 548,2024-01-14 12:10:00,5,439.0
2550,C549,Customer 549,2024-01-15 12:58:00,4,255.0
2551,C549,Customer 549,2024-08-12 12:07:00,4,267.0
2552,C550,Customer 550,2024-08-05 11:20:00,3,243.0
2553,C550,Customer 550,2024-08-04 13:07:00,3,267.0
2554,C550,Customer 550,2024-12-12 12:48:00,4,344.0
2555,C550,Customer 550,2024-09-12 13:54:00,3,261.0
2556,C550,Customer 550,2024-04-10 13:17:00,4,338.0
2557,C550,Customer 550,2024-05-24 12:51:00,5,427.0
2558,C550,Customer 550,2024-07-09 11:43:00,4,338.0
2559,C550,Customer 550,2024-07-07 08:41:00,1,83.0
2560,C550,Customer 550,2024-11-06 12:10:00,3,261.0
2561,C550,Customer 550,2024-07-04 09:17:00,4,332.0
2562,C551,Customer 551,2024-01-22 19:29:00,1,92.0
2563,C551,Customer 551,2024-10-03 19:26:00,2,166.0
2564,C551,Customer 551,2024-01-19 11:15:00,4,332.0
2565,C551,Customer 551,2024-04-17 14:29:00,3,258.0
2566,C551,Customer 551,2024-06-07 14:20:00,5,454.0
2567,C551,Customer 551,2024-06-18 09:15:00,1,83.0
2568,C551,Customer 551,2024-11-01 16:08:00,3,258.0
2569,C551,Customer 551,2024-03-19 13:47:00,1,83.0
2570,C552,Customer 552,2024-05-24 09:08:00,5,356.0
2571,C552,Customer 552,2024-08-04 11:27:00,4,255.0
2572,C552,Customer 552,2024-05-03 13:26:00,2,89.0
2573,C552,Customer 552,2024-09-21 11:51:00,2,83.0
2574,C552,Customer 552,2024-05-10 19:03:00,2,92.0
2575,C552,Customer 552,2024-04-14 17:17:00,1,86.0
2576,C552,Customer 552,2024-03-12 11:41:00,4,267.0
2577,C552,Customer 552,2024-11-06 13:08:00,3,172.0
2578,C552,Customer 552,2024-04-26 14:33:00,3,172.0
2579,C552,Customer 552,2024-05-26 14:27:00,2,92.0
2580,C553,Customer 553,2024-02-12 11:41:00,3,243.0
2581,C553,Customer 553,2024-09-26 14:00:00,2,184.0
2582,C553,Customer 553,2024-03-02 13:27:00,3,243.0
2583,C553,Customer 553,2024-11-02 08:14:00,5,350.0
2584,C553,Customer 553,2024-11-29 11:39:00,2,166.0
2585,C554,Customer 554,2024-08-28 14:32:00,1,86.0
2586,C555,Customer 555,2024-09-12 14:09:00,2,178.0
2587,C555,Customer 555,2024-05-05 14:17:00,5,436.0
2588,C555,Customer 555,2024-01-24 12:37:00,3,243.0
2589,C555,Customer 555,2024-01-26 15:16:00,3,270.0
2590,C555,Customer 555,2024-10-05 18:24:00,3,252.0
2591,C555,Customer 555,2024-10-06 17:20:00,5,406.0
2592,C555,Customer 555,2024-05-29 13:40:00,4,332.0
2593,C555,Customer 555,2024-10-12 13:48:00,1,83.0
2594,C555,Customer 555,2024-11-19 13:21:00,4,338.0
2595,C555,Customer 555,2024-02-07 12:10:00,4,332.0
2596,C556,Customer 556,2024-05-19 11:52:00,1,83.0
2597,C556,Customer 556,2024-10-29 11:32:00,4,338.0
2598,C557,Customer 557,2024-02-04 12:57:00,2,77.0
2599,C557,Customer 557,2024-03-19 11:18:00,3,166.0
2600,C557,Customer 557,2024-04-28 14:54:00,2,80.0
2601,C557,Customer 557,2024-07-27 18:04:00,5,356.0
2602,C557,Customer 557,2024-02-01 12:52:00,4,267.0
2603,C557,Customer 557,2024-03-14 15:20:00,1,0.0
2604,C557,Customer 557,2024-12-05 10:31:00,1,0.0
2605,C557,Customer 557,2024-08-30 12:40:00,4,249.0
2606,C557,Customer 557,2024-02-14 13:46:00,3,178.0
2607,C557,Customer 557,2024-03-08 11:06:00,4,249.0
2608,C558,Customer 558,2024-11-16 19:33:00,5,356.0
2609,C559,Customer 559,2024-02-21 08:49:00,1,89.0
2610,C559,Customer 559,2024-06-07 11:21:00,5,356.0
2611,C559,Customer 559,2024-04-21 18:15:00,3,270.0
2612,C559,Customer 559,2024-11-07 15:21:00,1,92.0
2613,C559,Customer 559,2024-10-15 14:43:00,3,264.0
2614,C559,Customer 559,2024-04-02 18:00:00,3,258.0
2615,C559,Customer 559,2024-12-12 13:45:00,2,166.0
2616,C559,Customer 559,2024-05-24 15:00:00,5,356.0
2617,C559,Customer 559,2024-01-27 13:40:00,1,89.0
2618,C559,Customer 559,2024-11-26 13:13:00,1,89.0
2619,C560,Customer 560,2024-08-10 17:46:00,4,350.0
2620,C560,Customer 560,2024-03-29 19:56:00,1,92.0
2621,C561,Customer 561,2024-08-15 11:25:00,1,77.0
2622,C561,Customer 561,2024-01-06 14:28:00,5,350.0
2623,C561,Customer 561,2024-05-19 14:06:00,3,178.0
2624,C561,Customer 561,2024-10-23 11:56:00,2,89.0
2625,C561,Customer 561,2024-05-31 19:44:00,5,350.0
2626,C561,Customer 561,2024-08-01 13:45:00,3,172.0
2627,C561,Customer 561,2024-10-05 12:44:00,3,172.0
2628,C561,Customer 561,2024-06-30 11:29:00,2,83.0
2629,C561,Customer 561,2024-08-17 13:14:00,4,255.0
2630,C562,Customer 562,2024-01-01 11:22:00,4,249.0
2631,C562,Customer 562,2024-10-02 12:04:00,2,172.0
2632,C563,Customer 563,2024-05-10 19:19:00,4,270.0
2633,C563,Customer 563,2024-05-04 16:13:00,1,92.0
2634,C563,Customer 563,2024-10-12 13:05:00,3,249.0
2635,C563,Customer 563,2024-11-20 19:49:00,3,258.0
2636,C563,Customer 563,2024-10-21 13:55:00,1,83.0
2637,C563,Customer 563,2024-12-13 12:40:00,1,83.0
2638,C563,Customer 563,2024-01-30 17:58:00,2,160.0
2639,C563,Customer 563,2024-08-05 14:09:00,4,270.0
2640,C563,Customer 563,2024-09-06 11:43:00,3,243.0
2641,C563,Customer 563,2024-02-26 18:18:00,4,258.0
2642,C564,Customer 564,2024-07-15 09:30:00,2,172.0
2643,C565,Customer 565,2024-04-28 14:38:00,4,264.0
2644,C565,Customer 565,2024-03-25 14:59:00,4,258.0
2645,C565,Customer 565,2024-02-08 09:30:00,1,89.0
2646,C565,Customer 565,2024-01-20 17:37:00,1,80.0
2647,C565,Customer 565,2024-05-03 15:56:00,3,184.0
2648,C565,Customer 565,2024-07-16 12:26:00,1,89.0
2649,C565,Customer 565,2024-02-15 14:52:00,3,166.0
2650,C565,Customer 565,2024-11-22 13:34:00,5,344.0
2651,C565,Customer 565,2024-10-21 12:36:00,5,344.0
2652,C566,Customer 566,2024-08-23 14:49:00,1,0.0
2653,C566,Customer 566,2024-07-19 09:41:00,4,267.0
2654,C566,Customer 566,2024-04-29 12:43:00,1,0.0
2655,C566,Customer 566,2024-09-10 17:24:00,1,0.0
2656,C566,Customer 566,2024-03-26 13:53:00,3,166.0
2657,C566,Customer 566,2024-11-03 17:44:00,5,332.0
2658,C566,Customer 566,2024-09-06 13:03:00,1,0.0
2659,C566,Customer 566,2024-01-14 14:05:00,1,0.0
2660,C566,Customer 566,2024-11-25 18:00:00,2,80.0
2661,C567,Customer 567,2024-05-12 12:47:00,1,77.0
2662,C567,Customer 567,2024-09-14 14:39:00,1,86.0
2663,C568,Customer 568,2024-10-14 08:54:00,4,261.0
2664,C568,Customer 568,2024-05-25 16:11:00,1,80.0
2665,C568,Customer 568,2024-11-09 19:31:00,3,178.0
2666,C568,Customer 568,2024-09-21 11:08:00,4,261.0
2667,C568,Customer 568,2024-12-16 12:10:00,5,344.0
2668,C568,Customer 568,2024-07-14 14:19:00,2,172.0
2669,C568,Customer 568,2024-11-23 14:22:00,1,92.0
2670,C568,Customer 568,2024-02-01 19:28:00,5,362.0
2671,C568,Customer 568,2024-08-12 12:55:00,2,160.0
2672,C569,Customer 569,2024-09-02 12:33:00,3,166.0
2673,C569,Customer 569,2024-11-21 14:31:00,4,276.0
2674,C570,Customer 570,2024-06-23 19:38:00,3,264.0
2675,C570,Customer 570,2024-05-01 12:29:00,2,166.0
2676,C570,Customer 570,2024-03-19 16:34:00,1,80.0
2677,C570,Customer 570,2024-09-20 10:40:00,3,261.0
2678,C570,Customer 570,2024-06-10 18:13:00,1,80.0
2679,C570,Customer 570,2024-09-23 11:25:00,2,172.0
2680,C570,Customer 570,2024-09-08 09:10:00,5,409.0
2681,C570,Customer 570,2024-03-05 11:53:00,2,166.0
2682,C570,Customer 570,2024-03-03 17:44:00,1,92.0
2683,C571,Customer 571,2024-08-14 13:41:00,1,89.0
2684,C571,Customer 571,2024-11-30 11:51:00,2,166.0
2685,C572,Customer 572,2024-01-14 11:00:00,4,261.0
2686,C572,Customer 572,2024-09-09 13:26:00,2,89.0
2687,C572,Customer 572,2024-07-03 16:55:00,4,270.0
2688,C572,Customer 572,2024-05-25 12:50:00,5,338.0
2689,C572,Customer 572,2024-04-23 14:46:00,5,332.0
2690,C572,Customer 572,2024-12-17 14:16:00,3,184.0
2691,C572,Customer 572,2024-02-12 12:58:00,4,267.0
2692,C572,Customer 572,2024-12-14 10:07:00,2,89.0
2693,C573,Customer 573,2024-06-22 17:05:00,2,178.0
2694,C573,Customer 573,2024-03-07 13:52:00,2,172.0
2695,C573,Customer 573,2024-02-05 14:17:00,1,92.0
2696,C573,Customer 573,2024-09-20 13:57:00,1,89.0
2697,C573,Customer 573,2024-06-21 12:40:00,2,166.0
2698,C573,Customer 573,2024-01-29 13:00:00,4,344.0
2699,C574,Customer 574,2024-04-09 13:26:00,4,344.0
2700,C574,Customer 574,2024-01-31 18:10:00,5,436.0
2701,C574,Customer 574,2024-12-10 11:08:00,3,249.0
2702,C574,Customer 574,2024-02-15 11:15:00,2,172.0
2703,C574,Customer 574,2024-04-19 09:28:00,5,421.0
2704,C574,Customer 574,2024-07-28 14:17:00,2,184.0
2705,C575,Customer 575,2024-09-14 14:33:00,2,166.0
2706,C575,Customer 575,2024-04-17 10:24:00,1,77.0
2707,C576,Customer 576,2024-05-17 12:44:00,3,255.0
2708,C576,Customer 576,2024-01-01 11:17:00,3,255.0
2709,C576,Customer 576,2024-03-23 13:07:00,5,409.0
2710,C576,Customer 576,2024-06-21 19:40:00,4,362.0
2711,C576,Customer 576,2024-07-17 11:50:00,5,415.0
2712,C576,Customer 576,2024-06-09 10:31:00,3,255.0
2713,C577,Customer 577,2024-05-07 16:14:00,4,276.0
2714,C577,Customer 577,2024-05-09 11:51:00,2,172.0
2715,C578,Customer 578,2024-08-17 09:09:00,3,172.0
2716,C578,Customer 578,2024-10-20 12:26:00,4,255.0
2717,C579,Customer 579,2024-07-06 14:55:00,3,264.0
2718,C579,Customer 579,2024-01-09 16:45:00,3,276.0
2719,C579,Customer 579,2024-01-29 18:45:00,4,356.0
2720,C579,Customer 579,2024-02-19 13:15:00,3,243.0
2721,C579,Customer 579,2024-10-17 18:14:00,5,418.0
2722,C579,Customer 579,2024-02-09 14:25:00,5,436.0
2723,C580,Customer 580,2024-01-18 15:05:00,2,172.0
2724,C580,Customer 580,2024-03-23 11:58:00,1,89.0
2725,C580,Customer 580,2024-06-12 14:39:00,3,264.0
2726,C580,Customer 580,2024-11-19 12:12:00,1,89.0
2727,C580,Customer 580,2024-02-16 14:28:00,2,166.0
2728,C580,Customer 580,2024-08-03 11:22:00,2,178.0
2729,C580,Customer 580,2024-04-02 10:15:00,5,350.0
2730,C581,Customer 581,2024-09-09 12:19:00,3,261.0
2731,C581,Customer 581,2024-07-23 11:16:00,2,166.0
2732,C581,Customer 581,2024-06-28 15:36:00,3,264.0
2733,C581,Customer 581,2024-10-08 12:21:00,4,338.0
2734,C581,Customer 581,2024-02-15 11:04:00,1,77.0
2735,C582,Customer 582,2024-01-25 12:56:00,5,397.0
2736,C582,Customer 582,2024-02-23 16:39:00,1,80.0
2737,C582,Customer 582,2024-06-14 09:43:00,5,421.0
2738,C582,Customer 582,2024-05-01 13:16:00,4,332.0
2739,C582,Customer 582,2024-05-05 11:19:00,5,439.0
2740,C582,Customer 582,2024-07-26 11:17:00,2,172.0
2741,C583,Customer 583,2024-05-24 11:05:00,2,89.0
2742,C583,Customer 583,2024-01-10 19:14:00,1,0.0
2743,C583,Customer 583,2024-01-07 14:09:00,5,344.0
2744,C583,Customer 583,2024-07-09 11:20:00,2,89.0
2745,C583,Customer 583,2024-07-26 11:31:00,3,178.0
2746,C583,Customer 583,2024-10-25 14:10:00,3,184.0
2747,C583,Customer 583,2024-03-16 14:44:00,5,338.0
2748,C583,Customer 583,2024-08-21 11:35:00,2,89.0
2749,C583,Customer 583,2024-12-09 11:48:00,4,261.0
2750,C583,Customer 583,2024-04-05 08:55:00,2,89.0
2751,C584,Customer 584,2024-10-05 14:12:00,4,356.0
2752,C584,Customer 584,2024-02-08 12:32:00,5,421.0
